t;ydata;fitted
778.0;25729848.0;21521476.919571355
779.0;25732153.0;21617127.491004813
780.0;25818405.0;21713203.17448839
781.0;25890456.0;21809705.86330906
782.0;25949175.0;21906637.451770175
783.0;25998085.0;22003999.845467262
784.0;26040460.0;22101794.958179455
785.0;26044283.0;22200024.7118695
786.0;26045528.0;22298691.039536603
787.0;26109965.0;22397795.889478516
788.0;26159106.0;22497341.2039693
789.0;26198811.0;22597328.93973677
790.0;26200663.0;22697761.06188003
791.0;26240639.0;22798639.543869484
792.0;26243352.0;22899966.370490022
793.0;26244107.0;23001743.545327015
794.0;26305996.0;23103973.061312336
795.0;26360953.0;23206656.927939333
796.0;26409455.0;23309797.163308136
797.0;26452148.0;23413395.79412566
798.0;26493235.0;23517454.858121008
799.0;26493235.0;23621976.413997438
800.0;26496611.0;23726962.508068185
801.0;26498361.0;23832415.204096545
802.0;26583016.0;23938336.57469753
803.0;26660652.0;24044728.70133789
804.0;26738530.0;24151593.67368099
805.0;26803867.0;24258933.612668395
806.0;26803867.0;24366750.615159158
807.0;26809245.0;24475046.801014476
808.0;26915085.0;24583824.299032602
809.0;27007429.0;24693085.246988963
810.0;27096571.0;24802831.79278553
811.0;27124689.0;24913066.107772812
